gene_id,summary
55670,"This gene belongs to the peroxin-26 gene family. It is probably required for protein import into peroxisomes. It anchors PEX1 and PEX6 to peroxisome membranes, possibly to form heteromeric AAA ATPase complexes required for the import of proteins into peroxisomes. Defects in this gene are the cause of peroxisome biogenesis disorder complementation group 8 (PBD-CG8). PBD refers to a group of peroxisomal disorders arising from a failure of protein import into the peroxisomal membrane or matrix. The PBD group is comprised of four disorders: Zellweger syndrome (ZWS), neonatal adrenoleukodystrophy (NALD), infantile Refsum disease (IRD), and classical rhizomelic chondrodysplasia punctata (RCDP). Alternatively spliced transcript variants have been identified for this gene. [provided by RefSeq, Dec 2010]"
8504,"The product of this gene is involved in peroxisome biosynthesis and integrity. It assembles membrane vesicles before the matrix proteins are translocated. Peroxins (PEXs) are proteins that are essential for the assembly of functional peroxisomes. The peroxisome biogenesis disorders (PBDs) are a group of genetically heterogeneous autosomal recessive, lethal diseases characterized by multiple defects in peroxisome function. The peroxisomal biogenesis disorders are a heterogeneous group with at least 14 complementation groups and with more than 1 phenotype being observed in cases falling into particular complementation groups. Although the clinical features of PBD patients vary, cells from all PBD patients exhibit a defect in the import of one or more classes of peroxisomal matrix proteins into the organelle. Defects in this gene are a cause Zellweger syndrome (ZWS). [provided by RefSeq, Oct 2008]"
5830,"The product of this gene binds to the C-terminal PTS1-type tripeptide peroxisomal targeting signal (SKL-type) and plays an essential role in peroxisomal protein import. Peroxins (PEXs) are proteins that are essential for the assembly of functional peroxisomes. The peroxisome biogenesis disorders (PBDs) are a group of genetically heterogeneous autosomal recessive, lethal diseases characterized by multiple defects in peroxisome function. The peroxisomal biogenesis disorders are a heterogeneous group with at least 14 complementation groups and with more than 1 phenotype being observed in cases falling into particular complementation groups. Although the clinical features of PBD patients vary, cells from all PBD patients exhibit a defect in the import of one or more classes of peroxisomal matrix proteins into the organelle. Defects in this gene are a cause of neonatal adrenoleukodystrophy (NALD), a cause of Zellweger syndrome (ZWS) as well as may be a cause of infantile Refsum disease (IRD). Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Oct 2008]"
5190,"This gene encodes a member of the AAA (ATPases associated with diverse cellular activities) family of ATPases. This member is a predominantly cytoplasmic protein, which plays a direct role in peroxisomal protein import and is required for PTS1 (peroxisomal targeting signal 1, a C-terminal tripeptide of the sequence ser-lys-leu) receptor activity. Mutations in this gene cause peroxisome biogenesis disorders of complementation group 4 and complementation group 6. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2015]"
5191,"This gene encodes the cytosolic receptor for the set of peroxisomal matrix enzymes targeted to the organelle by the peroxisome targeting signal 2 (PTS2). Defects in this gene cause peroxisome biogenesis disorders (PBDs), which are characterized by multiple defects in peroxisome function. There are at least 14 complementation groups for PBDs, with more than one phenotype being observed in cases falling into particular complementation groups. Although the clinical features of PBD patients vary, cells from all PBD patients exhibit a defect in the import of one or more classes of peroxisomal matrix proteins into the organelle. Defects in this gene have been associated with PBD complementation group 11 (PBD-CG11) disorders, rhizomelic chondrodysplasia punctata type 1 (RCDP1), and Refsum disease (RD). [provided by RefSeq, Oct 2008]"
5196,"This gene encodes a member of the CXC chemokine family. This chemokine is released from the alpha granules of activated platelets in the form of a homotetramer which has high affinity for heparin and is involved in platelet aggregation. This protein is chemotactic for numerous other cell type and also functions as an inhibitor of hematopoiesis, angiogenesis and T-cell function. The protein also exhibits antimicrobial activity against Plasmodium falciparum. [provided by RefSeq, Oct 2014]"
5204,"This gene encodes a member of the prefoldin alpha subunit family. The encoded protein is one of six subunits of prefoldin, a molecular chaperone complex that binds and stabilizes newly synthesized polypeptides, thereby allowing them to fold correctly. The complex, consisting of two alpha and four beta subunits, forms a double beta barrel assembly with six protruding coiled-coils. The encoded protein may also repress the transcriptional activity of the proto-oncogene c-Myc. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]"
5207,"This gene encodes a member of the family of bifunctional 6-phosphofructo-2-kinase:fructose-2,6-biphosphatase enzymes. The enzyme forms a homodimer that catalyzes both the synthesis and degradation of fructose-2,6-biphosphate using independent catalytic domains. Fructose-2,6-biphosphate is an activator of the glycolysis pathway and an inhibitor of the gluconeogenesis pathway. Consequently, regulating fructose-2,6-biphosphate levels through the activity of this enzyme is thought to regulate glucose homeostasis. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Nov 2012]"
5211,"This gene encodes the liver (L) subunit of an enzyme that catalyzes the conversion of D-fructose 6-phosphate to D-fructose 1,6-bisphosphate, which is a key step in glucose metabolism (glycolysis). This enzyme is a tetramer that may be composed of different subunits encoded by distinct genes in different tissues. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2014]"
5213,"Three phosphofructokinase isozymes exist in humans: muscle, liver and platelet. These isozymes function as subunits of the mammalian tetramer phosphofructokinase, which catalyzes the phosphorylation of fructose-6-phosphate to fructose-1,6-bisphosphate. Tetramer composition varies depending on tissue type. This gene encodes the muscle-type isozyme. Mutations in this gene have been associated with glycogen storage disease type VII, also known as Tarui disease. Alternatively spliced transcript variants have been described.[provided by RefSeq, Nov 2009]"
5214,"This gene encodes a member of the phosphofructokinase A protein family. The encoded enzyme is the platelet-specific isoform of phosphofructokinase and plays a key role in glycolysis regulation. This gene may play a role in metabolic reprogramming in some cancers, including clear cell renal cell carcinomas, and cancer of the bladder, breast, and lung. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2016]"
5216,"This gene encodes a member of the profilin family of small actin-binding proteins. The encoded protein plays an important role in actin dynamics by regulating actin polymerization in response to extracellular signals. Deletion of this gene is associated with Miller-Dieker syndrome, and the encoded protein may also play a role in Huntington disease. Multiple pseudogenes of this gene are located on chromosome 1. [provided by RefSeq, Jul 2012]"
